Date,Open,High,Low,Close,Adj Close,Volume
2020-02-04,23573.000000,23901.000000,23542.000000,23845.000000,23845.000000,479889400
2020-02-05,23816.000000,24270.000000,23746.000000,24237.000000,24237.000000,564241000
2020-02-06,24348.000000,24514.000000,24338.000000,24490.000000,24490.000000,531888100
2020-02-07,24465.000000,24523.000000,24372.000000,24478.000000,24478.000000,411437000
2020-02-10,24437.000000,24585.000000,24389.000000,24508.000000,24508.000000,297204400
2020-02-11,24617.000000,24763.000000,24534.000000,24689.000000,24689.000000,405685400
2020-02-12,24738.000000,24902.000000,24735.000000,24861.000000,24861.000000,462480100
2020-02-13,24769.000000,24892.000000,24588.000000,24892.000000,24892.000000,526068000
2020-02-14,24942.000000,24983.000000,24832.000000,24867.000000,24867.000000,341383900
2020-02-17,24962.000000,25121.000000,24903.000000,25121.000000,25121.000000,0
2020-02-18,24986.000000,25389.000000,24970.000000,25224.000000,25224.000000,737036300
2020-02-19,25353.000000,25483.000000,25272.000000,25478.000000,25478.000000,464703000
2020-02-20,25415.000000,25420.000000,25080.000000,25080.000000,25080.000000,445153900
2020-02-21,24979.000000,25130.000000,24670.000000,24773.000000,24773.000000,638705500
2020-02-24,23919.000000,24005.000000,23255.000000,23427.000000,23427.000000,977128300
2020-02-25,23586.000000,23630.000000,23046.000000,23090.000000,23090.000000,664950800
2020-02-26,22961.000000,23600.000000,22638.000000,23423.000000,23423.000000,737757000
2020-02-27,22969.000000,23078.000000,22480.000000,22799.000000,22799.000000,781145900
2020-02-28,22059.000000,22335.000000,21698.000000,21984.000000,21984.000000,1052025600
2020-03-02,22333.000000,22361.000000,21119.000000,21655.000000,21655.000000,924414500
2020-03-03,22116.000000,22340.000000,21651.000000,21748.000000,21748.000000,799970700
2020-03-04,21740.000000,22204.000000,21500.000000,21946.000000,21946.000000,724365300
2020-03-05,22012.000000,22035.000000,21362.000000,21555.000000,21555.000000,772854700
2020-03-06,20987.000000,21151.000000,20624.000000,20800.000000,20800.000000,864917500
2020-03-09,20781.000000,20781.000000,18346.000000,18476.000000,18476.000000,1272046600
2020-03-10,18654.000000,19175.000000,17772.000000,17870.000000,17870.000000,1096966400
2020-03-11,18172.000000,18410.000000,17675.000000,17929.000000,17929.000000,916163300
2020-03-12,17654.000000,17660.000000,14894.000000,14894.000000,14894.000000,1535614400
2020-03-13,15108.000000,17545.000000,15107.000000,15954.000000,15954.000000,1267823900
2020-03-16,15697.000000,15699.000000,14153.000000,14980.000000,14980.000000,1218842000
2020-03-17,15420.000000,15810.000000,14696.000000,15315.000000,15315.000000,1041111800
2020-03-18,14986.000000,15438.000000,14792.000000,15120.000000,15120.000000,796190300
2020-03-19,15417.000000,15844.000000,15038.000000,15467.000000,15467.000000,1016984600
2020-03-20,15773.000000,16180.000000,15617.000000,15732.000000,15732.000000,1222210600
2020-03-23,15318.000000,15789.000000,15092.000000,15560.000000,15560.000000,768024600
2020-03-24,15978.000000,16949.000000,15970.000000,16949.000000,16949.000000,847366000
2020-03-25,17247.000000,17830.000000,16582.000000,17244.000000,17244.000000,906278800
2020-03-26,16877.000000,17369.000000,16835.000000,17369.000000,17369.000000,712229600
2020-03-27,17039.000000,17283.000000,16667.000000,16823.000000,16823.000000,590902100
2020-03-30,16856.000000,16925.000000,16313.000000,16872.000000,16872.000000,551307000
2020-03-31,17097.000000,17292.000000,16695.000000,17051.000000,17051.000000,698055400
2020-04-01,16600.000000,16845.000000,16500.000000,16545.000000,16545.000000,515027400
2020-04-02,16660.000000,16878.000000,16414.000000,16834.000000,16834.000000,580523400
2020-04-03,16742.000000,16791.000000,16384.000000,16384.000000,16384.000000,547565400
2020-04-06,16769.000000,17054.000000,16765.000000,17039.000000,17039.000000,528126600
2020-04-07,17588.000000,17887.000000,17178.000000,17412.000000,17412.000000,679854300
2020-04-08,17212.000000,17406.000000,17196.000000,17381.000000,17381.000000,476312900
2020-04-09,17686.000000,17756.000000,17360.000000,17622.000000,17622.000000,553979400
2020-04-14,17822.000000,17831.000000,17507.000000,17558.000000,17558.000000,443873000
2020-04-15,17455.000000,17543.000000,16719.000000,16719.000000,16719.000000,536650700
2020-04-16,17003.000000,17161.000000,16730.000000,16768.000000,16768.000000,453153600
2020-04-17,17153.000000,17308.000000,16964.000000,17055.000000,17055.000000,469218300
2020-04-20,17144.000000,17155.000000,16786.000000,17064.000000,17064.000000,339570700
2020-04-21,16812.000000,16935.000000,16451.000000,16451.000000,16451.000000,401986500
2020-04-22,16615.000000,16770.000000,16555.000000,16765.000000,16765.000000,347495900
2020-04-23,16925.000000,17145.000000,16778.000000,17011.000000,17011.000000,392978300
2020-04-24,16640.000000,17155.000000,16640.000000,16859.000000,16859.000000,349284500
2020-04-27,17313.000000,17380.000000,17164.000000,17380.000000,17380.000000,307768100
2020-04-28,17428.000000,17941.000000,17413.000000,17677.000000,17677.000000,496793100
2020-04-29,17616.000000,18076.000000,17609.000000,18067.000000,18067.000000,477978500
2020-04-30,18209.000000,18303.000000,17655.000000,17690.000000,17690.000000,597318500
2020-05-04,17157.000000,17345.000000,17036.000000,17036.000000,17036.000000,430626400
2020-05-05,17289.000000,17390.000000,17082.000000,17387.000000,17387.000000,413815000
2020-05-06,17368.000000,17500.000000,17146.000000,17159.000000,17159.000000,330052900
2020-05-07,17256.000000,17363.000000,17094.000000,17245.000000,17245.000000,360975400
2020-05-08,17416.000000,17462.000000,17254.000000,17439.000000,17439.000000,242317800
2020-05-11,17602.000000,17678.000000,17307.000000,17381.000000,17381.000000,279808500
2020-05-12,17394.000000,17602.000000,17394.000000,17559.000000,17559.000000,323340100
2020-05-13,17354.000000,17427.000000,17183.000000,17183.000000,17183.000000,370538600
2020-05-14,17066.000000,17177.000000,16551.000000,16868.000000,16868.000000,435987200
2020-05-15,17055.000000,17124.000000,16792.000000,16852.000000,16852.000000,350474400
2020-05-18,16998.000000,17446.000000,16953.000000,17401.000000,17401.000000,409926900
2020-05-19,17579.000000,17613.000000,16929.000000,17035.000000,17035.000000,837116200
2020-05-20,16990.000000,17248.000000,16674.000000,17213.000000,17213.000000,802296700
2020-05-21,16987.000000,17284.000000,16950.000000,17087.000000,17087.000000,468260800
2020-05-22,16905.000000,17386.000000,16820.000000,17316.000000,17316.000000,488722400
2020-05-25,17451.000000,17596.000000,17304.000000,17596.000000,17596.000000,275240000
2020-05-26,17796.000000,17894.000000,17697.000000,17860.000000,17860.000000,565674900
2020-05-27,17861.000000,18228.000000,17737.000000,17910.000000,17910.000000,796359100
2020-05-28,18081.000000,18414.000000,18046.000000,18351.000000,18351.000000,616898400
2020-05-29,18193.000000,18391.000000,18149.000000,18198.000000,18198.000000,731191700
2020-06-01,18437.000000,18531.000000,18237.000000,18524.000000,18524.000000,459197200
2020-06-02,18676.000000,19053.000000,18569.000000,18971.000000,18971.000000,612512800
2020-06-03,19204.000000,19642.000000,19171.000000,19642.000000,19642.000000,828030700
2020-06-04,19520.000000,19849.000000,19391.000000,19634.000000,19634.000000,814390200
2020-06-05,19904.000000,20198.000000,19869.000000,20188.000000,20188.000000,925086600
2020-06-08,20133.000000,20399.000000,20050.000000,20231.000000,20231.000000,773230400
2020-06-09,20243.000000,20274.000000,19678.000000,19930.000000,19930.000000,779956200
2020-06-10,20096.000000,20181.000000,19694.000000,19758.000000,19758.000000,703770700
2020-06-11,19222.000000,19353.000000,18807.000000,18807.000000,18807.000000,789867400
2020-06-12,18573.000000,19169.000000,18553.000000,18888.000000,18888.000000,610202600
2020-06-15,18303.000000,19065.000000,18303.000000,18969.000000,18969.000000,483442500
2020-06-16,19383.000000,19874.000000,19297.000000,19626.000000,19626.000000,786184600
2020-06-17,19670.000000,19876.000000,19487.000000,19586.000000,19586.000000,575170300
2020-06-18,19562.000000,19815.000000,19332.000000,19486.000000,19486.000000,495706400
2020-06-19,19601.000000,19741.000000,19572.000000,19619.000000,19619.000000,934839800
2020-06-22,19402.000000,19685.000000,19311.000000,19479.000000,19479.000000,421857500
2020-06-23,19626.000000,19885.000000,19551.000000,19842.000000,19842.000000,523455200
2020-06-24,19778.000000,19907.000000,19163.000000,19163.000000,19163.000000,511785200
2020-06-25,19101.000000,19319.000000,18878.000000,19235.000000,19235.000000,491616700
2020-06-26,19442.000000,19549.000000,19124.000000,19124.000000,19124.000000,366134900
2020-06-29,19159.000000,19541.000000,19113.000000,19447.000000,19447.000000,358186700
2020-06-30,19517.000000,19540.000000,19223.000000,19376.000000,19376.000000,414866900
2020-07-01,19452.000000,19455.000000,19013.000000,19331.000000,19331.000000,361833800
2020-07-02,19531.000000,19975.000000,19482.000000,19887.000000,19887.000000,495115800
2020-07-03,19941.000000,19969.000000,19632.000000,19727.000000,19727.000000,289547200
2020-07-06,20121.000000,20223.000000,19928.000000,20032.000000,20032.000000,443634500
2020-07-07,19938.000000,20066.000000,19845.000000,20013.000000,20013.000000,352024500
2020-07-08,19914.000000,20101.000000,19848.000000,19900.000000,19900.000000,327081800
2020-07-09,19993.000000,20008.000000,19502.000000,19506.000000,19506.000000,324855600
2020-07-10,19395.000000,19770.000000,19395.000000,19768.000000,19768.000000,299117400
2020-07-13,20063.000000,20067.000000,19735.000000,20003.000000,20003.000000,449146200
2020-07-14,19799.000000,19900.000000,19677.000000,19880.000000,19880.000000,425475000
2020-07-15,20046.000000,20361.000000,19982.000000,20281.000000,20281.000000,507289700
2020-07-16,20207.000000,20389.000000,20179.000000,20356.000000,20356.000000,483034300
2020-07-17,20414.000000,20427.000000,20264.000000,20419.000000,20419.000000,399015800
2020-07-20,20327.000000,20679.000000,20217.000000,20621.000000,20621.000000,448609300
2020-07-21,20899.000000,21133.000000,20703.000000,20723.000000,20723.000000,642358800
2020-07-22,20689.000000,20797.000000,20509.000000,20599.000000,20599.000000,400283900
2020-07-23,20664.000000,20689.000000,20363.000000,20454.000000,20454.000000,372189300
2020-07-24,20155.000000,20241.000000,19960.000000,20075.000000,20075.000000,378518300
2020-07-27,20034.000000,20163.000000,19914.000000,20020.000000,20020.000000,358176700
2020-07-28,20022.000000,20120.000000,19698.000000,19903.000000,19903.000000,335491900
2020-07-29,19895.000000,19973.000000,19719.000000,19881.000000,19881.000000,359277100
2020-07-30,19926.000000,19976.000000,19116.000000,19228.000000,19228.000000,545919800
2020-07-31,19342.000000,19532.000000,19086.000000,19092.000000,19092.000000,454759400
2020-08-03,19137.000000,19402.000000,18949.000000,19380.000000,19380.000000,411205200
2020-08-04,19532.000000,19658.000000,19377.000000,19614.000000,19614.000000,566864900
2020-08-05,19766.000000,19896.000000,19642.000000,19740.000000,19740.000000,544154400
2020-08-06,19702.000000,19834.000000,19353.000000,19475.000000,19475.000000,642423100
2020-08-07,19429.000000,19564.000000,19251.000000,19516.000000,19516.000000,349794600
2020-08-10,19570.000000,19668.000000,19454.000000,19652.000000,19652.000000,251844900
2020-08-11,19850.000000,20294.000000,19850.000000,20209.000000,20209.000000,486632200
2020-08-12,20172.000000,20463.000000,20151.000000,20437.000000,20437.000000,372877300
2020-08-13,20383.000000,20472.000000,20257.000000,20257.000000,20257.000000,314363800
2020-08-14,20159.000000,20185.000000,19821.000000,20028.000000,20028.000000,296289800
2020-08-17,20101.000000,20123.000000,19853.000000,19950.000000,19950.000000,246143300
2020-08-18,19845.000000,20159.000000,19723.000000,19846.000000,19846.000000,255470500
2020-08-19,19833.000000,20055.000000,19734.000000,20055.000000,20055.000000,221316800
2020-08-20,19827.000000,19921.000000,19719.000000,19767.000000,19767.000000,264922400
2020-08-21,19846.000000,19868.000000,19480.000000,19695.000000,19695.000000,300533200
2020-08-24,19908.000000,20130.000000,19887.000000,20113.000000,20113.000000,304828800
2020-08-25,20256.000000,20368.000000,20030.000000,20030.000000,20030.000000,327848800
2020-08-26,19971.000000,20137.000000,19928.000000,20137.000000,20137.000000,336048100
2020-08-27,20131.000000,20133.000000,19847.000000,19847.000000,19847.000000,479171100
2020-08-28,19953.000000,19992.000000,19687.000000,19841.000000,19841.000000,475736200
2020-08-31,19972.000000,20081.000000,19616.000000,19634.000000,19634.000000,411640300
2020-09-01,19776.000000,19871.000000,19435.000000,19595.000000,19595.000000,429280800
2020-09-02,19713.000000,20036.000000,19672.000000,19858.000000,19858.000000,375861100
2020-09-03,20009.000000,20141.000000,19462.000000,19551.000000,19551.000000,460398600
2020-09-04,19466.000000,19781.000000,19255.000000,19391.000000,19391.000000,470672600
2020-09-07,19530.000000,19757.000000,19480.000000,19738.000000,19738.000000,309461500
2020-09-08,19808.000000,19817.000000,19202.000000,19380.000000,19380.000000,431597700
2020-09-09,19365.000000,19792.000000,19364.000000,19771.000000,19771.000000,378273400
2020-09-10,19786.000000,19971.000000,19692.000000,19820.000000,19820.000000,462606700
2020-09-11,19790.000000,19876.000000,19698.000000,19821.000000,19821.000000,357726000
2020-09-14,19943.000000,19968.000000,19725.000000,19794.000000,19794.000000,270291800
2020-09-15,19831.000000,20043.000000,19718.000000,19957.000000,19957.000000,337754900
2020-09-16,19982.000000,20033.000000,19803.000000,19964.000000,19964.000000,338233900
2020-09-17,19646.000000,19811.000000,19630.000000,19740.000000,19740.000000,444680400
2020-09-18,19685.000000,19790.000000,19510.000000,19525.000000,19525.000000,714073700
2020-09-21,19408.000000,19440.000000,18778.000000,18793.000000,18793.000000,575956100
2020-09-22,18945.000000,19081.000000,18803.000000,18896.000000,18896.000000,384961300
2020-09-23,19080.000000,19232.000000,18930.000000,18930.000000,18930.000000,359846900
2020-09-24,18653.000000,19102.000000,18621.000000,18907.000000,18907.000000,413000800
2020-09-25,18936.000000,18938.000000,18546.000000,18698.000000,18698.000000,404244200
2020-09-28,18953.000000,19173.000000,18903.000000,19160.000000,19160.000000,385654500
2020-09-29,19132.000000,19222.000000,18996.000000,19061.000000,19061.000000,290185600
2020-09-30,18886.000000,19146.000000,18873.000000,19015.000000,19015.000000,343267400
2020-10-01,19177.000000,19271.000000,18970.000000,19062.000000,19062.000000,396385700
2020-10-02,18834.000000,19072.000000,18815.000000,19064.000000,19064.000000,371254100
2020-10-05,19208.000000,19270.000000,19091.000000,19266.000000,19266.000000,380939400
2020-10-06,19333.000000,19520.000000,19195.000000,19430.000000,19430.000000,440230000
2020-10-07,19410.000000,19473.000000,19356.000000,19435.000000,19435.000000,355102000
2020-10-08,19536.000000,19631.000000,19462.000000,19582.000000,19582.000000,366363800
2020-10-09,19592.000000,19683.000000,19476.000000,19595.000000,19595.000000,324307300
2020-10-12,19643.000000,19765.000000,19559.000000,19719.000000,19719.000000,302531800
2020-10-13,19722.000000,19730.000000,19489.000000,19559.000000,19559.000000,351485400
2020-10-14,19576.000000,19738.000000,19516.000000,19608.000000,19608.000000,306627600
2020-10-15,19380.000000,19385.000000,18957.000000,19065.000000,19065.000000,477390500
2020-10-16,19203.000000,19454.000000,19037.000000,19390.000000,19390.000000,447815200
2020-10-19,19476.000000,19585.000000,19310.000000,19374.000000,19374.000000,290278700
2020-10-20,19323.000000,19568.000000,19245.000000,19482.000000,19482.000000,375281300
2020-10-21,19526.000000,19528.000000,19083.000000,19086.000000,19086.000000,392794000
2020-10-22,19086.000000,19171.000000,18856.000000,19077.000000,19077.000000,375503700
2020-10-23,19082.000000,19365.000000,19074.000000,19285.000000,19285.000000,425542700
2020-10-26,18942.000000,19203.000000,18919.000000,18945.000000,18945.000000,415680400
2020-10-27,19011.000000,19011.000000,18647.000000,18655.000000,18655.000000,429077300
2020-10-28,18297.000000,18347.000000,17843.000000,17898.000000,17898.000000,679900600
2020-10-29,17965.000000,18082.000000,17636.000000,17872.000000,17872.000000,552011900
2020-10-30,17683.000000,17970.000000,17670.000000,17943.000000,17943.000000,470261200
2020-11-02,17968.000000,18400.000000,17806.000000,18400.000000,18400.000000,472405000
2020-11-03,18536.000000,18986.000000,18508.000000,18986.000000,18986.000000,537178700
2020-11-04,18673.000000,19395.000000,18577.000000,19358.000000,19358.000000,571091200
2020-11-05,19490.000000,19788.000000,19480.000000,19731.000000,19731.000000,497400000
2020-11-06,19686.000000,19822.000000,19482.000000,19682.000000,19682.000000,471238000
2020-11-09,20011.000000,20932.000000,19961.000000,20750.000000,20750.000000,1136870400
2020-11-10,20788.000000,20929.000000,20584.000000,20852.000000,20852.000000,936791400
2020-11-11,20958.000000,21050.000000,20816.000000,20993.000000,20993.000000,587145900
2020-11-12,20826.000000,20960.000000,20710.000000,20818.000000,20818.000000,543216500
2020-11-13,20707.000000,20965.000000,20701.000000,20904.000000,20904.000000,426848500
2020-11-16,21145.000000,21435.000000,21008.000000,21317.000000,21317.000000,682567300
2020-11-17,21307.000000,21495.000000,21248.000000,21435.000000,21435.000000,491659300
2020-11-18,21421.000000,21659.000000,21366.000000,21623.000000,21623.000000,587685300
2020-11-19,21486.000000,21680.000000,21426.000000,21536.000000,21536.000000,513106200
2020-11-20,21522.000000,21771.000000,21496.000000,21707.000000,21707.000000,493720900
2020-11-23,21871.000000,21996.000000,21702.000000,21702.000000,21702.000000,548503600
2020-11-24,21985.000000,22150.000000,21953.000000,22145.000000,22145.000000,721630200
2020-11-25,22281.000000,22344.000000,22054.000000,22304.000000,22304.000000,641951300
2020-11-26,22385.000000,22387.000000,22201.000000,22201.000000,22201.000000,541595900
2020-11-27,22173.000000,22386.000000,22167.000000,22352.000000,22352.000000,583607500
2020-11-30,22210.000000,22353.000000,22061.000000,22061.000000,22061.000000,734672200
2020-12-01,22193.000000,22227.000000,22010.000000,22100.000000,22100.000000,578774400
2020-12-02,22020.000000,22043.000000,21784.000000,21972.000000,21972.000000,543377900
2020-12-03,22019.000000,22034.000000,21902.000000,22007.000000,22007.000000,425138400
2020-12-04,22030.000000,22197.000000,22027.000000,22179.000000,22179.000000,507922100
2020-12-07,22130.000000,22156.000000,21964.000000,22107.000000,22107.000000,351279100
2020-12-08,22064.000000,22106.000000,21904.000000,22053.000000,22053.000000,275971200
2020-12-09,22215.000000,22274.000000,21957.000000,21970.000000,21970.000000,471702800
2020-12-10,22032.000000,22089.000000,21746.000000,21916.000000,21916.000000,450860100
2020-12-11,21857.000000,21904.000000,21572.000000,21702.000000,21702.000000,428052900
2020-12-14,21863.000000,21997.000000,21760.000000,21760.000000,21760.000000,389977700
2020-12-15,21718.000000,21964.000000,21676.000000,21935.000000,21935.000000,347534000
2020-12-16,21995.000000,22176.000000,21888.000000,21987.000000,21987.000000,447187000
2020-12-17,22079.000000,22142.000000,22009.000000,22012.000000,22012.000000,456361000
2020-12-18,21919.000000,22145.000000,21911.000000,21976.000000,21976.000000,653820900
2020-12-21,21470.000000,21634.000000,21087.000000,21411.000000,21411.000000,596283800
2020-12-22,21491.000000,21851.000000,21489.000000,21844.000000,21844.000000,307522300
2020-12-23,21970.000000,22156.000000,21921.000000,22130.000000,22130.000000,306654600
2020-12-28,22308.000000,22354.000000,22252.000000,22289.000000,22289.000000,260519700
2020-12-29,22389.000000,22395.000000,22203.000000,22259.000000,22259.000000,229758800
2020-12-30,22303.000000,22345.000000,22233.000000,22233.000000,22233.000000,224887400
2021-01-04,22398.000000,22493.000000,22228.000000,22316.000000,22316.000000,432600300
2021-01-05,22223.000000,22355.000000,22106.000000,22201.000000,22201.000000,381948600
2021-01-06,22364.000000,22793.000000,22218.000000,22734.000000,22734.000000,672068000
2021-01-07,22824.000000,22852.000000,22622.000000,22746.000000,22746.000000,476763700
2021-01-08,22946.000000,23004.000000,22701.000000,22794.000000,22794.000000,447809200
2021-01-11,22704.000000,22804.000000,22502.000000,22722.000000,22722.000000,358993400
2021-01-12,22787.000000,22821.000000,22558.000000,22646.000000,22646.000000,459404700
2021-01-13,22611.000000,22812.000000,22574.000000,22744.000000,22744.000000,388253200
2021-01-14,22743.000000,22880.000000,22638.000000,22638.000000,22638.000000,405187100
2021-01-15,22633.000000,22748.000000,22243.000000,22381.000000,22381.000000,434287800
2021-01-18,null,null,null,null,null,null
2021-01-19,22636.000000,22650.000000,22428.000000,22442.000000,22442.000000,386351200
2021-01-20,22570.000000,22665.000000,22503.000000,22651.000000,22651.000000,380508500
2021-01-21,22790.000000,22836.000000,22425.000000,22429.000000,22429.000000,407667700
2021-01-22,22253.000000,22259.000000,21926.000000,22088.000000,22088.000000,455886600
2021-01-25,22237.000000,22250.000000,21667.000000,21736.000000,21736.000000,444515300
2021-01-26,21710.000000,22044.000000,21655.000000,21987.000000,21987.000000,370538500
2021-01-27,21923.000000,21985.000000,21421.000000,21663.000000,21663.000000,460640200
2021-01-28,21470.000000,21941.000000,21312.000000,21917.000000,21917.000000,421309200
2021-01-29,21570.000000,21786.000000,21521.000000,21573.000000,21573.000000,430738500
2021-02-01,21737.000000,21883.000000,21619.000000,21826.000000,21826.000000,320779300
2021-02-02,21957.000000,22152.000000,21956.000000,22067.000000,22067.000000,385385100
2021-02-03,22444.000000,22738.000000,22378.000000,22528.000000,22528.000000,788305200
2021-02-04,22562.000000,22982.000000,22481.000000,22901.000000,22901.000000,585655700
2021-02-05,22988.000000,23276.000000,22937.000000,23083.000000,23083.000000,763260500
2021-02-08,23281.000000,23513.000000,23231.000000,23426.000000,23426.000000,677058800
2021-02-09,23482.000000,23482.000000,23259.000000,23300.000000,23300.000000,435700200
2021-02-10,23413.000000,23414.000000,23134.000000,23265.000000,23265.000000,449557400
