Date,Open,High,Low,Close,Adj Close,Volume
2020-02-25,3058.330078,3073.270020,3002.679932,3002.679932,3002.679932,0
2020-02-26,2994.219971,3026.260010,2958.459961,3017.419922,3017.419922,0
2020-02-27,2989.179932,3002.199951,2910.459961,2915.840088,2915.840088,0
2020-02-28,2850.110107,2855.320068,2744.179932,2785.080078,2785.080078,0
2020-03-02,2829.469971,2875.300049,2714.360107,2765.770020,2765.770020,0
2020-03-03,2817.580078,2844.040039,2789.760010,2821.370117,2821.370117,0
2020-03-04,2799.179932,2841.129883,2779.850098,2828.010010,2828.010010,0
2020-03-05,2852.419922,2861.600098,2800.429932,2816.699951,2816.699951,0
2020-03-06,2773.530029,2782.770020,2680.060059,2719.510010,2719.510010,0
2020-03-10,2502.699951,2661.629883,2435.620117,2498.939941,2498.939941,0
2020-03-11,2532.719971,2555.429932,2457.360107,2492.879883,2492.879883,0
2020-03-12,2413.020020,2413.020020,2277.580078,2286.399902,2286.399902,0
2020-03-13,2277.659912,2418.149902,2275.159912,2316.379883,2316.379883,0
2020-03-16,2297.040039,2301.189941,2179.120117,2266.899902,2266.899902,0
2020-03-17,2263.620117,2313.340088,2172.459961,2224.739990,2224.739990,0
2020-03-18,2192.790039,2205.409912,2097.840088,2112.639893,2112.639893,0
2020-03-19,2134.429932,2288.090088,2073.870117,2275.699951,2275.699951,0
2020-03-20,2327.270020,2418.739990,2314.750000,2331.610107,2331.610107,0
2020-03-23,2257.879883,2321.760010,2213.489990,2253.350098,2253.350098,0
2020-03-24,2349.469971,2435.270020,2341.209961,2415.969971,2415.969971,0
2020-03-25,2459.300049,2518.379883,2372.340088,2452.689941,2452.689941,0
2020-03-26,2448.760010,2514.919922,2403.600098,2489.969971,2489.969971,0
2020-03-27,2491.699951,2498.330078,2378.879883,2401.110107,2401.110107,0
2020-03-30,2377.209961,2435.530029,2357.530029,2433.350098,2433.350098,0
2020-03-31,2466.280029,2526.129883,2459.189941,2508.810059,2508.810059,0
2020-04-01,2465.560059,2491.659912,2449.010010,2473.610107,2473.610107,0
2020-04-02,2528.719971,2562.540039,2470.850098,2545.949951,2545.949951,0
2020-04-03,2547.149902,2609.159912,2533.060059,2572.229980,2572.229980,0
2020-04-06,2597.280029,2639.560059,2576.280029,2622.590088,2622.590088,0
2020-04-07,2648.739990,2688.669922,2612.959961,2634.739990,2634.739990,0
2020-04-08,2617.659912,2670.120117,2603.989990,2670.120117,2670.120117,0
2020-04-09,2693.580078,2713.500000,2643.979980,2701.770020,2701.770020,0
2020-04-10,2678.300049,2680.889893,2656.449951,2677.860107,2677.860107,0
2020-04-13,2675.729980,2677.899902,2610.610107,2628.850098,2628.850098,0
2020-04-14,2649.340088,2667.580078,2619.909912,2631.830078,2631.830078,0
2020-04-15,2617.189941,2617.189941,2489.989990,2498.939941,2498.939941,0
2020-04-16,2511.550049,2550.840088,2468.649902,2515.050049,2515.050049,0
2020-04-17,2550.949951,2556.419922,2516.870117,2534.969971,2534.969971,0
2020-04-20,2524.310059,2546.139893,2502.379883,2525.969971,2525.969971,0
2020-04-21,2487.629883,2500.179932,2431.979980,2488.020020,2488.020020,0
2020-04-22,2474.320068,2584.679932,2471.229980,2573.409912,2573.409912,0
2020-04-23,2600.280029,2620.239990,2558.320068,2599.409912,2599.409912,0
2020-04-24,2588.290039,2596.969971,2551.659912,2562.030029,2562.030029,0
2020-04-27,2570.689941,2597.639893,2557.810059,2570.909912,2570.909912,0
2020-04-28,2567.739990,2644.790039,2566.919922,2612.239990,2612.239990,0
2020-04-29,2629.239990,2669.469971,2617.340088,2663.139893,2663.139893,0
2020-04-30,2683.860107,2700.969971,2629.570068,2650.560059,2650.560059,0
2020-05-04,2623.889893,2641.030029,2599.739990,2624.639893,2624.639893,0
2020-05-05,2652.919922,2666.379883,2634.489990,2653.510010,2653.510010,0
2020-05-06,2659.080078,2674.939941,2626.679932,2632.100098,2632.100098,0
2020-05-07,2632.870117,2664.989990,2627.429932,2634.000000,2634.000000,0
